"상품군별(1)","시점",인터넷쇼핑,모바일쇼핑
"패션용품 및 액세서리","2022.08",65989,241550
"패션용품 및 액세서리","2022.09",61600,231388
"패션용품 및 액세서리","2022.10",73840,219589
"패션용품 및 액세서리","2022.11",76868,247205
"패션용품 및 액세서리","2022.12",91150,323343
"패션용품 및 액세서리","2023.01",71468,238945
"패션용품 및 액세서리","2023.02",66612,221443
"패션용품 및 액세서리","2023.03",79189,244241
"패션용품 및 액세서리","2023.04",75074,233827
"패션용품 및 액세서리","2023.05",76759,256177
"패션용품 및 액세서리","2023.06",73965,235010
"패션용품 및 액세서리","2023.07",74752,250616
"패션용품 및 액세서리","2023.08",71404,242322
"패션용품 및 액세서리","2023.09",69507,215380
"패션용품 및 액세서리","2023.10",64167,228324
"패션용품 및 액세서리","2023.11",74205,294280
"패션용품 및 액세서리","2023.12",79015,341856
"패션용품 및 액세서리","2024.01",67812,273952
"패션용품 및 액세서리","2024.02",74606,248569
"패션용품 및 액세서리","2024.03",89992,258159
"패션용품 및 액세서리","2024.04",87133,256144
"패션용품 및 액세서리","2024.05",88908,269154
"패션용품 및 액세서리","2024.06",68303,256759
"패션용품 및 액세서리","2024.07",73567,276501
"패션용품 및 액세서리","2024.08",64796,238059
"패션용품 및 액세서리","2024.09",62369,235003
"패션용품 및 액세서리","2024.10",68732,248815
"패션용품 및 액세서리","2024.11 p)",71612,263634
"패션용품 및 액세서리","2024.12 p)",87223,315282
"스포츠·레저용품","2017.01",104489,96891
"스포츠·레저용품","2017.02",106163,100947
"스포츠·레저용품","2017.03",128706,128655
"스포츠·레저용품","2017.04",135380,147775
"스포츠·레저용품","2017.05",138288,154683
"스포츠·레저용품","2017.06",137585,151484
"스포츠·레저용품","2017.07",133912,158771
"스포츠·레저용품","2017.08",122467,143884
"스포츠·레저용품","2017.09",124327,141138
"스포츠·레저용품","2017.10",126699,148099
"스포츠·레저용품","2017.11",141177,171843
"스포츠·레저용품","2017.12",118429,139821
"스포츠·레저용품","2018.01",104533,126246
"스포츠·레저용품","2018.02",91209,109501
"스포츠·레저용품","2018.03",123291,160529
"스포츠·레저용품","2018.04",129065,169509
"스포츠·레저용품","2018.05",137411,193374
"스포츠·레저용품","2018.06",133562,191456
"스포츠·레저용품","2018.07",145252,215110
"스포츠·레저용품","2018.08",123519,176711
"스포츠·레저용품","2018.09",126162,178000
"스포츠·레저용품","2018.10",157246,232078
"스포츠·레저용품","2018.11",150248,223624
"스포츠·레저용품","2018.12",133187,199688
"스포츠·레저용품","2019.01",110120,165312
"스포츠·레저용품","2019.02",101920,150020
"스포츠·레저용품","2019.03",138742,192918
"스포츠·레저용품","2019.04",155688,205397
"스포츠·레저용품","2019.05",168489,240235
"스포츠·레저용품","2019.06",145672,217734
"스포츠·레저용품","2019.07",159170,231926
"스포츠·레저용품","2019.08",136062,201643
"스포츠·레저용품","2019.09",138503,205431
"스포츠·레저용품","2019.10",160646,246005
"스포츠·레저용품","2019.11",157915,259311
"스포츠·레저용품","2019.12",142094,219167
"스포츠·레저용품","2020.01",96056,178095
"스포츠·레저용품","2020.02",98994,181914
"스포츠·레저용품","2020.03",121914,233720
"스포츠·레저용품","2020.04",148167,277764
"스포츠·레저용품","2020.05",157202,317926
"스포츠·레저용품","2020.06",157255,316252
"스포츠·레저용품","2020.07",163855,325810
"스포츠·레저용품","2020.08",126290,278553
"스포츠·레저용품","2020.09",141973,301788
"스포츠·레저용품","2020.10",175550,369391
"스포츠·레저용품","2020.11",179696,352986
"스포츠·레저용품","2020.12",154353,313710
"스포츠·레저용품","2021.01",112062,246233
"스포츠·레저용품","2021.02",97819,227289
"스포츠·레저용품","2021.03",137008,312403
"스포츠·레저용품","2021.04",152182,357786
"스포츠·레저용품","2021.05",143349,360360
"스포츠·레저용품","2021.06",144128,348949
"스포츠·레저용품","2021.07",150412,362127
"스포츠·레저용품","2021.08",131717,333080
"스포츠·레저용품","2021.09",138450,366115
"스포츠·레저용품","2021.10",165433,418581
"스포츠·레저용품","2021.11",160537,380733
"스포츠·레저용품","2021.12",153219,351557
"스포츠·레저용품","2022.01",113382,278711
"스포츠·레저용품","2022.02",102563,264779
"스포츠·레저용품","2022.03",129675,348021
"스포츠·레저용품","2022.04",146358,401785
"스포츠·레저용품","2022.05",158580,425657
"스포츠·레저용품","2022.06",137258,378215
"스포츠·레저용품","2022.07",135158,389463
"스포츠·레저용품","2022.08",129702,366332
"스포츠·레저용품","2022.09",136262,386544
"스포츠·레저용품","2022.10",167426,427432
"스포츠·레저용품","2022.11",164837,387397
"스포츠·레저용품","2022.12",148145,356073
"스포츠·레저용품","2023.01",104449,266776
"스포츠·레저용품","2023.02",107922,268591
"스포츠·레저용품","2023.03",143372,359069
"스포츠·레저용품","2023.04",145879,373870
"스포츠·레저용품","2023.05",152682,415252
"스포츠·레저용품","2023.06",147361,379058
"스포츠·레저용품","2023.07",134420,358963
"스포츠·레저용품","2023.08",129569,348294
"스포츠·레저용품","2023.09",134155,353806
"스포츠·레저용품","2023.10",164201,425786
"스포츠·레저용품","2023.11",165581,411503
"스포츠·레저용품","2023.12",130576,322373
"스포츠·레저용품","2024.01",107746,279396
"스포츠·레저용품","2024.02",96858,269653
"스포츠·레저용품","2024.03",119351,353768
"스포츠·레저용품","2024.04",137165,397080
"스포츠·레저용품","2024.05",138389,402462
"스포츠·레저용품","2024.06",126397,365987
"스포츠·레저용품","2024.07",123166,336729
"스포츠·레저용품","2024.08",106775,319309
"스포츠·레저용품","2024.09",110552,333736
"스포츠·레저용품","2024.10",139276,392618
"스포츠·레저용품","2024.11 p)",149706,372161
"스포츠·레저용품","2024.12 p)",133616,300725
"화장품","2017.01",273399,380746
"화장품","2017.02",300678,428550
"화장품","2017.03",353850,361445
"화장품","2017.04",251566,331769
"화장품","2017.05",262428,360424
"화장품","2017.06",274418,378115
"화장품","2017.07",258757,360699
"화장품","2017.08",280375,372187
"화장품","2017.09",331282,385834
"화장품","2017.10",311318,366559
"화장품","2017.11",354520,434703
"화장품","2017.12",290554,412990
"화장품","2018.01",335960,434948
"화장품","2018.02",316879,429497
"화장품","2018.03",391775,439877
"화장품","2018.04",363671,438758
"화장품","2018.05",361374,457152
"화장품","2018.06",333163,439341
"화장품","2018.07",335961,443006
"화장품","2018.08",342475,459509
"화장품","2018.09",392815,456801
"화장품","2018.10",401459,492829
"화장품","2018.11",398730,512836
"화장품","2018.12",352694,520553
"화장품","2019.01",328732,572616
"화장품","2019.02",301601,561471
"화장품","2019.03",416273,609446
"화장품","2019.04",384095,579626
"화장품","2019.05",396828,593608
"화장품","2019.06",375254,569708
"화장품","2019.07",397100,589441
"화장품","2019.08",433334,606331
"화장품","2019.09",483892,618749
"화장품","2019.10",502379,655866
"화장품","2019.11",530197,680151
"화장품","2019.12",492965,700083
"화장품","2020.01",478871,667638
"화장품","2020.02",431677,633853
"화장품","2020.03",549437,455580
"화장품","2020.04",613725,368768
"화장품","2020.05",544433,418010
"화장품","2020.06",603221,428728
"화장품","2020.07",639734,430998
"화장품","2020.08",709524,426372
"화장품","2020.09",662349,464762
"화장품","2020.10",616397,465530
"화장품","2020.11",672859,509814
"화장품","2020.12",589316,558970
"화장품","2021.01",613312,534439
"화장품","2021.02",471420,495492
"화장품","2021.03",565467,546232
"화장품","2021.04",546303,549965
"화장품","2021.05",627130,571895
"화장품","2021.06",537069,559705
"화장품","2021.07",494430,558236
"화장품","2021.08",389978,584729
"화장품","2021.09",464003,597985
"화장품","2021.10",461829,567877
"화장품","2021.11",486791,632985
"화장품","2021.12",306741,713159
"화장품","2022.01",255987,670680
"화장품","2022.02",256221,652404
"화장품","2022.03",310786,691877
"화장품","2022.04",272809,641235
"화장품","2022.05",265303,716306
"화장품","2022.06",270083,671020
"화장품","2022.07",217278,638413
"화장품","2022.08",212737,669468
"화장품","2022.09",232194,664819
"화장품","2022.10",238800,666343
"화장품","2022.11",213720,705370
"화장품","2022.12",210926,719183
"화장품","2023.01",176876,748482
"화장품","2023.02",184919,693790
"화장품","2023.03",218354,756464
"화장품","2023.04",249648,722165
"화장품","2023.05",253945,767988
"화장품","2023.06",229694,727744
"화장품","2023.07",229742,715633
"화장품","2023.08",230334,758581
"화장품","2023.09",221370,775286
"화장품","2023.10",250276,796492
"화장품","2023.11",262746,839098
"화장품","2023.12",204952,857484
"화장품","2024.01",234226,855614
"화장품","2024.02",165689,795821
"화장품","2024.03",201188,878433
"화장품","2024.04",221117,834974
"화장품","2024.05",208602,872990
"화장품","2024.06",183371,836345
"화장품","2024.07",187336,801413
"화장품","2024.08",178648,834960
"화장품","2024.09",182894,832651
"화장품","2024.10",186657,844089
"화장품","2024.11 p)",205439,878058
"화장품","2024.12 p)",203153,939104
"아동·유아용품","2017.01",76647,183143
"아동·유아용품","2017.02",81434,180770
"아동·유아용품","2017.03",95343,204856
"아동·유아용품","2017.04",90564,203032
"아동·유아용품","2017.05",76554,198011
"아동·유아용품","2017.06",75478,183591
"아동·유아용품","2017.07",72696,191882
"아동·유아용품","2017.08",72846,190684
"아동·유아용품","2017.09",75971,196306
"아동·유아용품","2017.10",70801,189740
"아동·유아용품","2017.11",84549,215042
"아동·유아용품","2017.12",104274,272962
"아동·유아용품","2018.01",75872,219323
"아동·유아용품","2018.02",71246,197372
"아동·유아용품","2018.03",84298,214584
"아동·유아용품","2018.04",85677,234743
"아동·유아용품","2018.05",85549,225249
"아동·유아용품","2018.06",72371,199563
"아동·유아용품","2018.07",72132,215258
"아동·유아용품","2018.08",68243,207562
"아동·유아용품","2018.09",68616,205124
"아동·유아용품","2018.10",77542,231320
"아동·유아용품","2018.11",79117,230956
"아동·유아용품","2018.12",100708,292866
"아동·유아용품","2019.01",75693,237986
"아동·유아용품","2019.02",69315,217104
"아동·유아용품","2019.03",81126,256428
"아동·유아용품","2019.04",96255,257972
"아동·유아용품","2019.05",89934,258008
"아동·유아용품","2019.06",75393,228542
"아동·유아용품","2019.07",81422,236846
"아동·유아용품","2019.08",75234,233726
"아동·유아용품","2019.09",80547,244722
"아동·유아용품","2019.10",84728,264669
"아동·유아용품","2019.11",84398,277017
"아동·유아용품","2019.12",108853,333894
"아동·유아용품","2020.01",66459,260589
"아동·유아용품","2020.02",78227,306687
"아동·유아용품","2020.03",80931,318749
"아동·유아용품","2020.04",86909,303934
"아동·유아용품","2020.05",82169,312732
"아동·유아용품","2020.06",75891,288216
"아동·유아용품","2020.07",79504,291385
"아동·유아용품","2020.08",72768,293583
"아동·유아용품","2020.09",81214,302623
"아동·유아용품","2020.10",82228,306298
"아동·유아용품","2020.11",92322,304863
"아동·유아용품","2020.12",112654,406934
"아동·유아용품","2021.01",76331,320975
"아동·유아용품","2021.02",70929,295361
"아동·유아용품","2021.03",81193,336271
"아동·유아용품","2021.04",85608,343044
"아동·유아용품","2021.05",78558,346705
"아동·유아용품","2021.06",71013,308446
"아동·유아용품","2021.07",73392,325984
"아동·유아용품","2021.08",68068,306917
"아동·유아용품","2021.09",67934,312007
"아동·유아용품","2021.10",78388,328891
"아동·유아용품","2021.11",83407,336712
"아동·유아용품","2021.12",110133,434761
"아동·유아용품","2022.01",69713,323126
"아동·유아용품","2022.02",60981,328266
"아동·유아용품","2022.03",74069,367994
"아동·유아용품","2022.04",85998,383055
"아동·유아용품","2022.05",74908,379681
"아동·유아용품","2022.06",66297,338368
"아동·유아용품","2022.07",63197,345252
"아동·유아용품","2022.08",68743,344659
"아동·유아용품","2022.09",68709,333297
"아동·유아용품","2022.10",82669,344451
"아동·유아용품","2022.11",90972,358944
"아동·유아용품","2022.12",108600,434810
"아동·유아용품","2023.01",69206,335724
"아동·유아용품","2023.02",69629,328161
"아동·유아용품","2023.03",87886,372581
"아동·유아용품","2023.04",90754,367883
"아동·유아용품","2023.05",81172,391528
"아동·유아용품","2023.06",75827,334851
"아동·유아용품","2023.07",72374,339610
"아동·유아용품","2023.08",72657,332525
"아동·유아용품","2023.09",72518,326274
"아동·유아용품","2023.10",80637,363465
"아동·유아용품","2023.11",84949,372049
"아동·유아용품","2023.12",101980,418981
"아동·유아용품","2024.01",69097,341983
"아동·유아용품","2024.02",65129,344533
"아동·유아용품","2024.03",79224,380711
"아동·유아용품","2024.04",90138,386851
"아동·유아용품","2024.05",81119,387074
"아동·유아용품","2024.06",69681,339075
"아동·유아용품","2024.07",73064,333543
"아동·유아용품","2024.08",70550,327189
"아동·유아용품","2024.09",67024,325602
"아동·유아용품","2024.10",79945,353659
"아동·유아용품","2024.11 p)",83774,366642
"아동·유아용품","2024.12 p)",98750,426823
"음·식료품","2017.01",281528,394322
"음·식료품","2017.02",223285,349797
"음·식료품","2017.03",249069,392601
"음·식료품","2017.04",266606,386307
"음·식료품","2017.05",239172,394181
"음·식료품","2017.06",243369,398224
"음·식료품","2017.07",233432,404744
"음·식료품","2017.08",254664,437977
"음·식료품","2017.09",316807,511044
"음·식료품","2017.10",216216,392399
"음·식료품","2017.11",253308,448282
"음·식료품","2017.12",258055,451629
"음·식료품","2018.01",286550,560272
"음·식료품","2018.02",296445,518213
"음·식료품","2018.03",292272,534601
"음·식료품","2018.04",284398,525617
"음·식료품","2018.05",295067,553977
"음·식료품","2018.06",277793,533452
"음·식료품","2018.07",298775,568131
"음·식료품","2018.08",301451,603681
"음·식료품","2018.09",350883,649172
"음·식료품","2018.10",298644,611763
"음·식료품","2018.11",306595,621073
"음·식료품","2018.12",315251,610357
"음·식료품","2019.01",397250,796103
"음·식료품","2019.02",274273,593161
"음·식료품","2019.03",330978,696293
"음·식료품","2019.04",348841,710012
"음·식료품","2019.05",364339,747270
"음·식료품","2019.06",336297,703854
"음·식료품","2019.07",358010,734948
"음·식료품","2019.08",407028,808494
"음·식료품","2019.09",410214,823544
"음·식료품","2019.10",363472,827011
"음·식료품","2019.11",359235,838922
"음·식료품","2019.12",376396,840785
"음·식료품","2020.01",374501,981130
"음·식료품","2020.02",370239,1049118
"음·식료품","2020.03",389152,1159276
"음·식료품","2020.04",373593,1060441
"음·식료품","2020.05",355963,1049983
"음·식료품","2020.06",362597,994894
"음·식료품","2020.07",392174,1104106
"음·식료품","2020.08",384112,1169716
"음·식료품","2020.09",513649,1381764
"음·식료품","2020.10",397875,1156920
"음·식료품","2020.11",435169,1220170
"음·식료품","2020.12",477547,1401871
"음·식료품","2021.01",495902,1486056
"음·식료품","2021.02",440637,1300842
"음·식료품","2021.03",457032,1383329
"음·식료품","2021.04",456317,1366920
"음·식료품","2021.05",464656,1409129
"음·식료품","2021.06",455613,1333242
"음·식료품","2021.07",479811,1423395
"음·식료품","2021.08",503976,1478414
"음·식료품","2021.09",526388,1553671
"음·식료품","2021.10",482799,1419084
"음·식료품","2021.11",478960,1456011
"음·식료품","2021.12",502045,1559974
"음·식료품","2022.01",594975,1728280
"음·식료품","2022.02",432862,1531303
"음·식료품","2022.03",527640,1751207
"음·식료품","2022.04",512501,1619753
"음·식료품","2022.05",525944,1666973
"음·식료품","2022.06",501526,1596998
"음·식료품","2022.07",503729,1648900
"음·식료품","2022.08",612065,1900534
"음·식료품","2022.09",524875,1727379
"음·식료품","2022.10",560689,1598920
"음·식료품","2022.11",601190,1682561
"음·식료품","2022.12",624911,1685596
"음·식료품","2023.01",692345,1874149
"음·식료품","2023.02",536671,1596972
"음·식료품","2023.03",638699,1811457
"음·식료품","2023.04",614351,1735895
"음·식료품","2023.05",639645,1857810
"음·식료품","2023.06",613103,1793925
"음·식료품","2023.07",615947,1859107
"음·식료품","2023.08",651298,1974401
"음·식료품","2023.09",708799,2029357
"음·식료품","2023.10",609620,1855749
"음·식료품","2023.11",636634,1945500
"음·식료품","2023.12",616095,1933986
"음·식료품","2024.01",734608,2186402
"음·식료품","2024.02",594206,1990616
"음·식료품","2024.03",644042,2134090
"음·식료품","2024.04",634821,2135330
"음·식료품","2024.05",662590,2229613
"음·식료품","2024.06",609041,2084228
"음·식료품","2024.07",646122,2190001
"음·식료품","2024.08",697052,2334716
"음·식료품","2024.09",696682,2330505
"음·식료품","2024.10",652872,2240829
"음·식료품","2024.11 p)",663678,2241727
"음·식료품","2024.12 p)",635251,2289418
"농축수산물","2017.01",116799,142230
"농축수산물","2017.02",66964,100582
"농축수산물","2017.03",72315,121835
"농축수산물","2017.04",65812,110327
"농축수산물","2017.05",63704,112058
"농축수산물","2017.06",66113,114736
"농축수산물","2017.07",64551,118131
"농축수산물","2017.08",68512,125578
"농축수산물","2017.09",122538,166426
"농축수산물","2017.10",67310,107471
"농축수산물","2017.11",76101,132643
"농축수산물","2017.12",75792,146060
"농축수산물","2018.01",83591,168319
"농축수산물","2018.02",116806,172972
"농축수산물","2018.03",76413,152387
"농축수산물","2018.04",71138,144262
"농축수산물","2018.05",73233,148502
"농축수산물","2018.06",69204,145068
"농축수산물","2018.07",74924,149306
"농축수산물","2018.08",74292,160790
"농축수산물","2018.09",126449,183571
"농축수산물","2018.10",79931,158130
"농축수산물","2018.11",85916,170752
"농축수산물","2018.12",80784,173774
"농축수산물","2019.01",143447,269825
"농축수산물","2019.02",66686,164432
"농축수산물","2019.03",85583,192821
"농축수산물","2019.04",90963,195328
"농축수산물","2019.05",88609,196679
"농축수산물","2019.06",79003,190836
"농축수산물","2019.07",83075,199602
"농축수산물","2019.08",104335,217195
"농축수산물","2019.09",126828,247714
"농축수산물","2019.10",88826,224229
"농축수산물","2019.11",94042,231804
"농축수산물","2019.12",99393,241793
"농축수산물","2020.01",167765,324708
"농축수산물","2020.02",141197,339871
"농축수산물","2020.03",134303,419899
"농축수산물","2020.04",122577,378336
"농축수산물","2020.05",109372,334508
"농축수산물","2020.06",127419,322496
"농축수산물","2020.07",149236,344258
"농축수산물","2020.08",143637,387136
"농축수산물","2020.09",230277,552702
"농축수산물","2020.10",133262,400662
"농축수산물","2020.11",149928,410631
"농축수산물","2020.12",188939,548078
"농축수산물","2021.01",194477,612173
"농축수산물","2021.02",179807,522842
"농축수산물","2021.03",149084,497057
"농축수산물","2021.04",140637,488527
"농축수산물","2021.05",141927,502347
"농축수산물","2021.06",139790,472559
"농축수산물","2021.07",146884,503524
"농축수산물","2021.08",159061,547387
"농축수산물","2021.09",222442,625561
"농축수산물","2021.10",152114,499052
"농축수산물","2021.11",148841,509742
"농축수산물","2021.12",173067,604487
"농축수산물","2022.01",261257,771826
"농축수산물","2022.02",126714,539118
"농축수산물","2022.03",194883,624681
"농축수산물","2022.04",181503,559539
"농축수산물","2022.05",185270,550478
"농축수산물","2022.06",173729,533453
"농축수산물","2022.07",172612,543284
"농축수산물","2022.08",228230,664723
"농축수산물","2022.09",193060,641006
"농축수산물","2022.10",187868,548009
"농축수산물","2022.11",204945,559431
"농축수산물","2022.12",225357,608488
"농축수산물","2023.01",285794,784252
"농축수산물","2023.02",182667,548395
"농축수산물","2023.03",215628,601484
"농축수산물","2023.04",204092,580993
"농축수산물","2023.05",210497,623464
"농축수산물","2023.06",210887,612983
"농축수산물","2023.07",215737,630956
"농축수산물","2023.08",235734,697364
"농축수산물","2023.09",313262,864101
"농축수산물","2023.10",229154,657736
"농축수산물","2023.11",238688,695656
"농축수산물","2023.12",243152,766183
"농축수산물","2024.01",305572,891134
"농축수산물","2024.02",252586,836889
"농축수산물","2024.03",249467,786491
"농축수산물","2024.04",239240,753076
"농축수산물","2024.05",253464,791694
"농축수산물","2024.06",238294,736958
"농축수산물","2024.07",227862,751319
"농축수산물","2024.08",255117,807716
"농축수산물","2024.09",294997,921538
"농축수산물","2024.10",240937,788154
"농축수산물","2024.11 p)",245668,791741
"농축수산물","2024.12 p)",255558,862057
"생활용품","2017.01",245410,346900
"생활용품","2017.02",252296,354823
"생활용품","2017.03",266119,353374
"생활용품","2017.04",246729,328595
"생활용품","2017.05",247892,352665
"생활용품","2017.06",246264,350978
"생활용품","2017.07",240315,373275
"생활용품","2017.08",245562,386060
"생활용품","2017.09",265245,388499
"생활용품","2017.10",227897,374151
"생활용품","2017.11",274287,434326
"생활용품","2017.12",264710,417191
"생활용품","2018.01",261059,449370
"생활용품","2018.02",234324,401715
"생활용품","2018.03",271316,468022
"생활용품","2018.04",272221,437644
"생활용품","2018.05",259687,456275
"생활용품","2018.06",245069,442828
"생활용품","2018.07",258839,481341
"생활용품","2018.08",244105,470832
"생활용품","2018.09",238866,452938
"생활용품","2018.10",272434,516271
"생활용품","2018.11",273645,526203
"생활용품","2018.12",271350,516470
"생활용품","2019.01",274481,557289
"생활용품","2019.02",239248,496403
"생활용품","2019.03",290887,578305
"생활용품","2019.04",294143,527740
"생활용품","2019.05",296296,565994
"생활용품","2019.06",267664,544587
"생활용품","2019.07",280599,564752
"생활용품","2019.08",288626,586206
"생활용품","2019.09",281795,577839
"생활용품","2019.10",291248,616337
"생활용품","2019.11",295220,637539
"생활용품","2019.12",298547,628739
"생활용품","2020.01",262702,661379
"생활용품","2020.02",315128,818795
"생활용품","2020.03",343598,893130
"생활용품","2020.04",316505,739491
"생활용품","2020.05",327283,810135
"생활용품","2020.06",333066,811922
"생활용품","2020.07",331810,859709
"생활용품","2020.08",325816,930650
"생활용품","2020.09",332078,872005
"생활용품","2020.10",310590,832138
"생활용품","2020.11",329747,850550
"생활용품","2020.12",371859,972945
"생활용품","2021.01",321382,937168
"생활용품","2021.02",290631,827468
"생활용품","2021.03",335114,939547
"생활용품","2021.04",320261,903636
"생활용품","2021.05",326245,942760
"생활용품","2021.06",326374,928866
"생활용품","2021.07",333481,980315
"생활용품","2021.08",321971,968416
"생활용품","2021.09",312739,965710
"생활용품","2021.10",340251,986740
"생활용품","2021.11",353966,982339
"생활용품","2021.12",362958,1082015
"생활용품","2022.01",332363,1019285
"생활용품","2022.02",294805,1038365
"생활용품","2022.03",333853,1125872
"생활용품","2022.04",315631,1022591
"생활용품","2022.05",330176,1050206
"생활용품","2022.06",308798,1060147
"생활용품","2022.07",302454,1080006
"생활용품","2022.08",321522,1134863
"생활용품","2022.09",290023,1037978
"생활용품","2022.10",346987,1012023
"생활용품","2022.11",376006,1045604
"생활용품","2022.12",377567,1072582
"생활용품","2023.01",311929,1017226
"생활용품","2023.02",302008,969387
"생활용품","2023.03",363734,1083080
"생활용품","2023.04",341253,1018331
"생활용품","2023.05",352127,1122518
"생활용품","2023.06",350740,1097985
"생활용품","2023.07",344831,1131991
"생활용품","2023.08",350671,1132410
"생활용품","2023.09",328041,1072760
"생활용품","2023.10",357190,1148536
"생활용품","2023.11",390902,1182199
"생활용품","2023.12",356308,1179688
"생활용품","2024.01",352013,1156589
"생활용품","2024.02",305881,1111994
"생활용품","2024.03",356305,1226652
"생활용품","2024.04",348782,1182190
"생활용품","2024.05",355660,1249947
"생활용품","2024.06",339506,1223345
"생활용품","2024.07",364217,1277069
"생활용품","2024.08",350877,1251030
"생활용품","2024.09",319691,1191520
"생활용품","2024.10",364138,1236281
"생활용품","2024.11 p)",379692,1231172
"생활용품","2024.12 p)",366928,1242391
"자동차 및 자동차용품","2017.01",34744,45400
"자동차 및 자동차용품","2017.02",33549,43128
"자동차 및 자동차용품","2017.03",37139,44158
"자동차 및 자동차용품","2017.04",35727,44786
"자동차 및 자동차용품","2017.05",38442,48770
"자동차 및 자동차용품","2017.06",39538,48653
"자동차 및 자동차용품","2017.07",41482,52762
"자동차 및 자동차용품","2017.08",39414,53285
"자동차 및 자동차용품","2017.09",36519,50478
"자동차 및 자동차용품","2017.10",32422,48053
"자동차 및 자동차용품","2017.11",39536,50031
"자동차 및 자동차용품","2017.12",37716,47508
"자동차 및 자동차용품","2018.01",31543,45677
"자동차 및 자동차용품","2018.02",26428,39074
"자동차 및 자동차용품","2018.03",36667,47231
"자동차 및 자동차용품","2018.04",32750,49851
"자동차 및 자동차용품","2018.05",32931,51080
"자동차 및 자동차용품","2018.06",32724,48528
"자동차 및 자동차용품","2018.07",35786,55245
"자동차 및 자동차용품","2018.08",33296,51583
"자동차 및 자동차용품","2018.09",30829,47628
"자동차 및 자동차용품","2018.10",34981,53262
"자동차 및 자동차용품","2018.11",42105,55994
"자동차 및 자동차용품","2018.12",38056,56612
"자동차 및 자동차용품","2019.01",35085,61383
"자동차 및 자동차용품","2019.02",29204,50653
"자동차 및 자동차용품","2019.03",43395,63498
"자동차 및 자동차용품","2019.04",39003,58413
"자동차 및 자동차용품","2019.05",43129,63207
"자동차 및 자동차용품","2019.06",39230,59477
"자동차 및 자동차용품","2019.07",38768,58536
"자동차 및 자동차용품","2019.08",50770,61443
"자동차 및 자동차용품","2019.09",94800,74993
"자동차 및 자동차용품","2019.10",42339,64363
"자동차 및 자동차용품","2019.11",92297,67121
"자동차 및 자동차용품","2019.12",49755,66041
"자동차 및 자동차용품","2020.01",69172,50140
"자동차 및 자동차용품","2020.02",104608,49352
"자동차 및 자동차용품","2020.03",140500,56188
"자동차 및 자동차용품","2020.04",67820,62142
"자동차 및 자동차용품","2020.05",71543,70078
"자동차 및 자동차용품","2020.06",197464,70836
"자동차 및 자동차용품","2020.07",93627,76341
"자동차 및 자동차용품","2020.08",121090,65391
"자동차 및 자동차용품","2020.09",122303,72216
"자동차 및 자동차용품","2020.10",86151,69949
"자동차 및 자동차용품","2020.11",122181,92106
"자동차 및 자동차용품","2020.12",104771,88935
"자동차 및 자동차용품","2021.01",68962,75232
"자동차 및 자동차용품","2021.02",95979,65518
"자동차 및 자동차용품","2021.03",284379,74510
"자동차 및 자동차용품","2021.04",108441,85223
"자동차 및 자동차용품","2021.05",319303,88169
"자동차 및 자동차용품","2021.06",446434,87211
"자동차 및 자동차용품","2021.07",100515,83810
"자동차 및 자동차용품","2021.08",228381,80481
"자동차 및 자동차용품","2021.09",264858,92873
"자동차 및 자동차용품","2021.10",108271,116331
"자동차 및 자동차용품","2021.11",230004,150745
"자동차 및 자동차용품","2021.12",131942,154444
"자동차 및 자동차용품","2022.01",123132,127192
"자동차 및 자동차용품","2022.02",126594,113485
"자동차 및 자동차용품","2022.03",299900,129400
"자동차 및 자동차용품","2022.04",147045,135308
"자동차 및 자동차용품","2022.05",237544,150319
"자동차 및 자동차용품","2022.06",314555,146570
"자동차 및 자동차용품","2022.07",138095,147953
"자동차 및 자동차용품","2022.08",338255,112029
"자동차 및 자동차용품","2022.09",401337,135226
"자동차 및 자동차용품","2022.10",113940,141620
"자동차 및 자동차용품","2022.11",215519,161479
"자동차 및 자동차용품","2022.12",156647,146978
"자동차 및 자동차용품","2023.01",105236,128999
"자동차 및 자동차용품","2023.02",113495,123000
"자동차 및 자동차용품","2023.03",227290,133687
"자동차 및 자동차용품","2023.04",131419,135740
"자동차 및 자동차용품","2023.05",160419,147195
"자동차 및 자동차용품","2023.06",370151,146806
"자동차 및 자동차용품","2023.07",147508,143513
"자동차 및 자동차용품","2023.08",187869,143474
"자동차 및 자동차용품","2023.09",440191,139580
"자동차 및 자동차용품","2023.10",268411,142942
"자동차 및 자동차용품","2023.11",381717,172136
"자동차 및 자동차용품","2023.12",231478,152368
"자동차 및 자동차용품","2024.01",144706,132437
"자동차 및 자동차용품","2024.02",155649,126339
"자동차 및 자동차용품","2024.03",505268,141821
"자동차 및 자동차용품","2024.04",200419,142092
"자동차 및 자동차용품","2024.05",383201,155358
"자동차 및 자동차용품","2024.06",496921,148891
"자동차 및 자동차용품","2024.07",272574,141907
"자동차 및 자동차용품","2024.08",306445,135214
"자동차 및 자동차용품","2024.09",212499,141364
"자동차 및 자동차용품","2024.10",198056,152843
"자동차 및 자동차용품","2024.11 p)",335171,161458
"자동차 및 자동차용품","2024.12 p)",243151,113980
"가구","2017.01",83204,105397
"가구","2017.02",96989,122186
"가구","2017.03",102935,137752
"가구","2017.04",88744,117279
"가구","2017.05",83217,118222
"가구","2017.06",84221,119363
"가구","2017.07",85175,126482
"가구","2017.08",90905,136077
"가구","2017.09",91966,135835
"가구","2017.10",85731,137353
"가구","2017.11",96351,145819
